参数名,标准化参数名,参数英文名,类型,参数类型,接口名,数据分类,取值范围,取值说明,示例值
symbol,symbol,symbol,str,输入参数,"stock_zh_a_hist;stock_zh_a_daily;stock_individual_info_em;stock_individual_basic_info_xq",股票数据,股票代码(6位数字)，A股以0或3开头(深市)、6开头(沪市)、8或4开头(北交所/科创板),用于指定查询的股票。格式：6位数字代码，如000001(平安银行)、600000(浦发银行)、300001(创业板)、688001(科创板),"000001;600000;300001;688001"
开盘,开盘,,float64,输出参数,"stock_zh_a_hist;bond_zh_hs_spot;index_zh_a_hist;futures_hist_em",股票数据/债券数据/指数数据/期货数据,"开盘价，单位：元或点",当日或统计期内的开盘价格，"20.00;3450.00"
收盘,收盘,,float64,输出参数,"stock_zh_a_hist;bond_zh_hs_spot;index_zh_a_hist;futures_hist_em",股票数据/债券数据/指数数据/期货数据,"收盘价，单位：元或点",当日或统计期内的收盘价格，"20.15;3480.00"
代码,代码,,object,输出参数,"stock_zh_a_spot_em;bond_zh_hs_spot;index_zh_a_hist;fund_etf_spot_em",股票数据/债券数据/指数数据/基金数据,"证券代码，A股为6位数字，美股为字母或数字，基金为6位数字",证券的唯一标识代码，"000001;600000;300449;AAPL"
名称,名称,,object,输出参数,"stock_zh_a_spot_em;bond_zh_hs_spot;fund_etf_spot_em;index_zh_a_hist",股票数据/债券数据/指数数据/基金数据,"证券简称或指数名称(中文)",证券的常用名称，"平安银行;上证指数;沪深300"
总市值,总市值,,float64,输出参数,"stock_zh_a_spot_em;stock_szse_summary;stock_buffett_index_lg",股票数据,"总市值，单位：亿元",公司的全部股票价值，"2700亿至27000亿"
流通市值,流通市值,,float64,输出参数,"stock_zh_a_spot_em;stock_szse_summary",股票数据,"流通市值，单位：亿元",可流通股票的价值，"2100亿至20000亿"
市盈率,市盈率,,float64,输出参数,"stock_zh_a_spot_em;stock_zh_kcb_spot;sw_index_third_cons;index_analysis_daily_sw",股票数据/指数数据,"市盈率(PE)，单位：倍",股票价格与每股收益的比值，"5.0至100.0"
市净率,市净率,,float64,输出参数,"stock_zh_a_spot_em;stock_zh_kcb_spot;stock_market_pb_lg;sw_index_third_cons",股票数据/指数数据,"市净率(PB)，单位：倍",股票价格与每股净资产的比值，"0.5至20.0"
换手率,换手率,,float64,输出参数,"stock_zh_a_spot_em;stock_zh_a_hist;index_zh_a_hist",股票数据/指数数据,"换手率，单位：%",当日成交股数与流通股本的比值，"0.1%至50%"
近1年涨跌幅,近1年涨跌幅,,float64,输出参数,"stock_lhb_stock_statistic_em;macro_china_bank_financing;macro_china_real_estate",股票数据/宏观数据,"近一年涨跌幅，单位：%",过去一年价格的变化百分比，"-50%至100%"
近3月涨跌幅,近3月涨跌幅,,float64,输出参数,"macro_china_bank_financing;macro_china_real_estate;macro_china_commodity_price_index",中国宏观数据,"近3个月涨跌幅，单位：%",过去3个月的变化百分比，"-30%至50%"
近6月涨跌幅,近6月涨跌幅,,float64,输出参数,"macro_china_bank_financing;macro_china_real_estate;macro_china_commodity_price_index",中国宏观数据,"近6个月涨跌幅，单位：%",过去6个月的变化百分比，"-40%至60%"
近1年涨跌幅,近1年涨跌幅,,float64,输出参数,"macro_china_bank_financing;macro_china_real_estate;macro_china_commodity_price_index",中国宏观数据,"近1年涨跌幅，单位：%",过去1年的变化百分比，"-50%至80%"
近2年涨跌幅,近2年涨跌幅,,float64,输出参数,"macro_china_bank_financing;macro_china_real_estate;macro_china_commodity_price_index",中国宏观数据,"近2年涨跌幅，单位：%",过去2年的变化百分比，"-60%至100%"
近3年涨跌幅,近3年涨跌幅,,float64,输出参数,"macro_china_bank_financing;macro_china_real_estate;macro_china_commodity_price_index",中国宏观数据,"近3年涨跌幅，单位：%",过去3年的变化百分比，"-70%至150%"
涨速,涨速,,float64,输出参数,"stock_zh_a_spot_em;stock_zt_pool_previous_em",股票数据,"涨速，单位：%",价格变化的即时速度，"0.0至5.0"
量比,量比,,float64,输出参数,"stock_zh_a_spot_em;stock_zh_index_spot_em;fund_etf_spot_em",股票数据/指数数据/基金数据,"量比，无单位",当日每分钟平均成交量与过去5日每分钟平均成交量的比值，"0.5至3.0"
振幅,振幅,,float64,输出参数,"stock_zh_a_spot_em;stock_zh_a_hist;index_zh_a_hist;fund_etf_hist_em",股票数据/指数数据/基金数据,"振幅，单位：%",当日最高价与最低价之差与昨日收盘价的百分比，"0.1%至15%"
涨跌额,涨跌额,,float64,输出参数,"stock_zh_a_spot_em;bond_zh_hs_spot;index_zh_a_hist",股票数据/债券数据/指数数据,"涨跌额，单位：元或点",当日收盘价与昨日收盘价的差额，"-5.0至5.0"
今开,今开,,float64,输出参数,"stock_zh_a_spot_em;bond_zh_hs_spot;stock_zh_index_spot_em",股票数据/债券数据/指数数据,"今开价，单位：元或点",当日开盘价格，"20.00;3400.00"
昨收,昨收,,float64,输出参数,"stock_zh_a_spot_em;bond_zh_hs_spot;stock_zh_index_spot_em",股票数据/债券数据/指数数据,"昨收价，单位：元或点",昨日收盘价格，"19.80;3380.00"
单位净值,单位净值,,float64,输出参数,"fund_open_fund_daily_em;fund_etf_fund_info_em;fund_money_fund_info_em",基金数据,"单位净值，单位：元",每份基金的净资产价值，"1.0000至5.0000"
累计净值,累计净值,,float64,输出参数,"fund_open_fund_daily_em;fund_graded_fund_info_em",基金数据,"累计净值，单位：元",基金成立以来累计的净值，"1.0000至10.0000"
日增长率,日增长率,,float64,输出参数,"fund_open_fund_daily_em;fund_etf_fund_info_em;fund_open_fund_rank_em",基金数据,"日增长率，单位：%",当日基金净值的涨跌比例，"-5%至8%"
年化收益率,年化收益率,,float64,输出参数,"fund_info_index_em;fund_open_fund_rank_em",基金数据,"年化收益率，单位：%",将任意时期的收益率折算为年度收益率，"-20%至50%"
基金代码,基金代码,,object,输出参数,"fund_name_em;fund_purchase_em;fund_open_fund_daily_em",基金数据,"基金代码，6位数字",基金的唯一标识代码，"560002;110011"
基金简称,基金简称,,object,输出参数,"fund_name_em;fund_purchase_em;fund_open_fund_rank_em",基金数据,"基金名称(中文)",基金的简称或全称，"易方达蓝筹精选混合;华夏成长混合"
基金经理,基金经理,,object,输出参数,"fund_money_fund_daily_em;fund_rating_all;fund_manager_em",基金数据,"基金经理姓名",基金管理该基金的基金经理姓名，"张坤;刘格菘"
基金公司,基金公司,,object,输出参数,"fund_rating_all;fund_aum_em;qdii_e_index_jsl",基金数据/QDII数据,"基金管理公司名称",基金管理基金的资产管理公司，"易方达基金;华夏基金;招商基金"
基金类型,基金类型,,object,输出参数,"fund_name_em;fund_purchase_em;fund_overview_em",基金数据,"基金类型：股票型、混合型、债券型、货币型、指数型、QDII等",基金的分类类型，"混合型;股票型;债券型;货币型;指数型;QDII"
申购状态,申购状态,,object,输出参数,"fund_purchase_em;fund_open_fund_daily_em;fund_etf_fund_info_em",基金数据,"申购状态：开放、暂停、封闭等",基金是否允许投资者申购，"开放;暂停;封闭"
赎回状态,赎回状态,,object,输出参数,"fund_purchase_em;fund_open_fund_daily_em;fund_etf_fund_info_em",基金数据,"赎回状态：开放、暂停、封闭等",基金是否允许投资者赎回，"开放;暂停;封闭"
O/N-定价,O/N-定价,,float64,输出参数,macro_china_shibor_all,中国宏观数据,"隔夜SHIBOR利率，单位：%",隔夜期限的上海银行间同业拆借利率，"0.441至3.282"
1W-定价,1W-定价,,float64,输出参数,macro_china_shibor_all,中国宏观数据,"1周SHIBOR利率，单位：%",1周期限的上海银行间同业拆借利率，"1.3233至3.194"
1M-定价,1M-定价,,float64,输出参数,macro_china_shibor_all,中国宏观数据,"1个月SHIBOR利率，单位：%",1月期限的上海银行间同业拆借利率，"1.3至4.9352"
3M-定价,3M-定价,,float64,输出参数,macro_china_shibor_all,中国宏观数据,"3个月SHIBOR利率，单位：%",3月期限的上海银行间同业拆借利率，"1.391至4.9133"
6M-定价,6M-定价,,float64,输出参数,macro_china_shibor_all,中国宏观数据,"6个月SHIBOR利率，单位：%",6月期限的上海银行间同业拆借利率，"1.48至4.8885"
1Y-定价,1Y-定价,,float64,输出参数,macro_china_shibor_all,中国宏观数据,"1年SHIBOR利率，单位：%",1年期限的上海银行间同业拆借利率，"1.6089至4.7631"
LPR1Y,LPR1Y,,float64,输出参数,macro_china_lpr,中国宏观数据,"1年期LPR利率，单位：%",贷款市场报价利率(1年期)，"3.0至5.77"
LPR5Y,LPR5Y,,float64,输出参数,macro_china_lpr,中国宏观数据,"5年期LPR利率，单位：%",贷款市场报价利率(5年期)，"3.5至4.85"
